flow_id,source,target,target_name,enrolments,t,x,y_top,y_bottom
Vietnam to VIC,Vietnam,VIC,Victoria,10048,30,0.777308,0.497779,0.513393
Vietnam to VIC,Vietnam,VIC,Victoria,10048,31,0.803718,0.497185,0.512781
Vietnam to VIC,Vietnam,VIC,Victoria,10048,32,0.830128,0.496643,0.512224
Vietnam to VIC,Vietnam,VIC,Victoria,10048,33,0.856538,0.496158,0.511726
Vietnam to VIC,Vietnam,VIC,Victoria,10048,34,0.882949,0.495735,0.511291
Vietnam to VIC,Vietnam,VIC,Victoria,10048,35,0.909359,0.495379,0.510925
Vietnam to VIC,Vietnam,VIC,Victoria,10048,36,0.935769,0.495094,0.510632
Vietnam to VIC,Vietnam,VIC,Victoria,10048,37,0.962179,0.494885,0.510417
Vietnam to VIC,Vietnam,VIC,Victoria,10048,38,0.98859,0.494756,0.510284
Vietnam to VIC,Vietnam,VIC,Victoria,10048,39,1.015,0.494712,0.510239
Vietnam to QLD,Vietnam,QLD,Queensland,1978,0,-0.015,0.533566,0.536748
Vietnam to QLD,Vietnam,QLD,Queensland,1978,1,0.01141,0.53386,0.537042
Vietnam to QLD,Vietnam,QLD,Queensland,1978,2,0.037821,0.534723,0.537905
Vietnam to QLD,Vietnam,QLD,Queensland,1978,3,0.064231,0.536124,0.539305
Vietnam to QLD,Vietnam,QLD,Queensland,1978,4,0.090641,0.538033,0.541211
Vietnam to QLD,Vietnam,QLD,Queensland,1978,5,0.117051,0.540417,0.543594
Vietnam to QLD,Vietnam,QLD,Queensland,1978,6,0.143462,0.543247,0.546422
Vietnam to QLD,Vietnam,QLD,Queensland,1978,7,0.169872,0.546493,0.549664
Vietnam to QLD,Vietnam,QLD,Queensland,1978,8,0.196282,0.550122,0.553291
Vietnam to QLD,Vietnam,QLD,Queensland,1978,9,0.222692,0.554105,0.55727
Vietnam to QLD,Vietnam,QLD,Queensland,1978,10,0.249103,0.558411,0.561572
Vietnam to QLD,Vietnam,QLD,Queensland,1978,11,0.275513,0.563008,0.566166
Vietnam to QLD,Vietnam,QLD,Queensland,1978,12,0.301923,0.567867,0.571021
Vietnam to QLD,Vietnam,QLD,Queensland,1978,13,0.328333,0.572956,0.576106
Vietnam to QLD,Vietnam,QLD,Queensland,1978,14,0.354744,0.578246,0.581391
Vietnam to QLD,Vietnam,QLD,Queensland,1978,15,0.381154,0.583704,0.586845
Vietnam to QLD,Vietnam,QLD,Queensland,1978,16,0.407564,0.5893,0.592437
Vietnam to QLD,Vietnam,QLD,Queensland,1978,17,0.433974,0.595004,0.598136
Vietnam to QLD,Vietnam,QLD,Queensland,1978,18,0.460385,0.600785,0.603912
Vietnam to QLD,Vietnam,QLD,Queensland,1978,19,0.486795,0.606612,0.609734
Vietnam to QLD,Vietnam,QLD,Queensland,1978,20,0.513205,0.612455,0.615572
Vietnam to QLD,Vietnam,QLD,Queensland,1978,21,0.539615,0.618282,0.621394
Vietnam to QLD,Vietnam,QLD,Queensland,1978,22,0.566026,0.624063,0.62717
Vietnam to QLD,Vietnam,QLD,Queensland,1978,23,0.592436,0.629767,0.63287
Vietnam to QLD,Vietnam,QLD,Queensland,1978,24,0.618846,0.635363,0.638462
Vietnam to QLD,Vietnam,QLD,Queensland,1978,25,0.645256,0.640822,0.643915
Vietnam to QLD,Vietnam,QLD,Queensland,1978,26,0.671667,0.646111,0.6492
Vietnam to QLD,Vietnam,QLD,Queensland,1978,27,0.698077,0.6512,0.654285
Vietnam to QLD,Vietnam,QLD,Queensland,1978,28,0.724487,0.656059,0.65914
Vietnam to QLD,Vietnam,QLD,Queensland,1978,29,0.750897,0.660657,0.663734
Vietnam to QLD,Vietnam,QLD,Queensland,1978,30,0.777308,0.664962,0.668036
Vietnam to QLD,Vietnam,QLD,Queensland,1978,31,0.803718,0.668945,0.672015
Vietnam to QLD,Vietnam,QLD,Queensland,1978,32,0.830128,0.672575,0.675642
Vietnam to QLD,Vietnam,QLD,Queensland,1978,33,0.856538,0.67582,0.678884
Vietnam to QLD,Vietnam,QLD,Queensland,1978,34,0.882949,0.67865,0.681712
Vietnam to QLD,Vietnam,QLD,Queensland,1978,35,0.909359,0.681035,0.684095
Vietnam to QLD,Vietnam,QLD,Queensland,1978,36,0.935769,0.682943,0.686002
Vietnam to QLD,Vietnam,QLD,Queensland,1978,37,0.962179,0.684344,0.687401
Vietnam to QLD,Vietnam,QLD,Queensland,1978,38,0.98859,0.685207,0.688264
Vietnam to QLD,Vietnam,QLD,Queensland,1978,39,1.015,0.685502,0.688558
Vietnam to WA,Vietnam,WA,Western Australia,1540,0,-0.015,0.536748,0.539226
Vietnam to WA,Vietnam,WA,Western Australia,1540,1,0.01141,0.53726,0.539737
Vietnam to WA,Vietnam,WA,Western Australia,1540,2,0.037821,0.538758,0.541235
Vietnam to WA,Vietnam,WA,Western Australia,1540,3,0.064231,0.541191,0.543667
Vietnam to WA,Vietnam,WA,Western Australia,1540,4,0.090641,0.544505,0.54698
Vietnam to WA,Vietnam,WA,Western Australia,1540,5,0.117051,0.548646,0.551119
Vietnam to WA,Vietnam,WA,Western Australia,1540,6,0.143462,0.553561,0.556032
Vietnam to WA,Vietnam,WA,Western Australia,1540,7,0.169872,0.559196,0.561665
Vietnam to WA,Vietnam,WA,Western Australia,1540,8,0.196282,0.565498,0.567965
Vietnam to WA,Vietnam,WA,Western Australia,1540,9,0.222692,0.572415,0.574879
Vietnam to WA,Vietnam,WA,Western Australia,1540,10,0.249103,0.579891,0.582353
Vietnam to WA,Vietnam,WA,Western Australia,1540,11,0.275513,0.587875,0.590334
Vietnam to WA,Vietnam,WA,Western Australia,1540,12,0.301923,0.596312,0.598768
Vietnam to WA,Vietnam,WA,Western Australia,1540,13,0.328333,0.60515,0.607602
Vietnam to WA,Vietnam,WA,Western Australia,1540,14,0.354744,0.614335,0.616783
Vietnam to WA,Vietnam,WA,Western Australia,1540,15,0.381154,0.623813,0.626258
Vietnam to WA,Vietnam,WA,Western Australia,1540,16,0.407564,0.633531,0.635973
Vietnam to WA,Vietnam,WA,Western Australia,1540,17,0.433974,0.643436,0.645874
Vietnam to WA,Vietnam,WA,Western Australia,1540,18,0.460385,0.653475,0.655909
Vietnam to WA,Vietnam,WA,Western Australia,1540,19,0.486795,0.663593,0.666024
Vietnam to WA,Vietnam,WA,Western Australia,1540,20,0.513205,0.673739,0.676166
Vietnam to WA,Vietnam,WA,Western Australia,1540,21,0.539615,0.683857,0.68628
Vietnam to WA,Vietnam,WA,Western Australia,1540,22,0.566026,0.693896,0.696315
Vietnam to WA,Vietnam,WA,Western Australia,1540,23,0.592436,0.703801,0.706217
Vietnam to WA,Vietnam,WA,Western Australia,1540,24,0.618846,0.713519,0.715931
Vietnam to WA,Vietnam,WA,Western Australia,1540,25,0.645256,0.722998,0.725406
Vietnam to WA,Vietnam,WA,Western Australia,1540,26,0.671667,0.732182,0.734587
Vietnam to WA,Vietnam,WA,Western Australia,1540,27,0.698077,0.74102,0.743422
Vietnam to WA,Vietnam,WA,Western Australia,1540,28,0.724487,0.749457,0.751856
Vietnam to WA,Vietnam,WA,Western Australia,1540,29,0.750897,0.757441,0.759837
Vietnam to WA,Vietnam,WA,Western Australia,1540,30,0.777308,0.764918,0.767311
Vietnam to WA,Vietnam,WA,Western Australia,1540,31,0.803718,0.771834,0.774224
Vietnam to WA,Vietnam,WA,Western Australia,1540,32,0.830128,0.778136,0.780524
Vietnam to WA,Vietnam,WA,Western Australia,1540,33,0.856538,0.783772,0.786158
Vietnam to WA,Vietnam,WA,Western Australia,1540,34,0.882949,0.788686,0.791071
Vietnam to WA,Vietnam,WA,Western Australia,1540,35,0.909359,0.792827,0.79521
Vietnam to WA,Vietnam,WA,Western Australia,1540,36,0.935769,0.796141,0.798522
Vietnam to WA,Vietnam,WA,Western Australia,1540,37,0.962179,0.798574,0.800954
Vietnam to WA,Vietnam,WA,Western Australia,1540,38,0.98859,0.800073,0.802453
Vietnam to WA,Vietnam,WA,Western Australia,1540,39,1.015,0.800584,0.802964
Vietnam to SA,Vietnam,SA,South Australia,2190,0,-0.015,0.539226,0.542749
Vietnam to SA,Vietnam,SA,South Australia,2190,1,0.01141,0.53991,0.543433
Vietnam to SA,Vietnam,SA,South Australia,2190,2,0.037821,0.541915,0.545437
Vietnam to SA,Vietnam,SA,South Australia,2190,3,0.064231,0.545169,0.548691
Vietnam to SA,Vietnam,SA,South Australia,2190,4,0.090641,0.549602,0.553121
Vietnam to SA,Vietnam,SA,South Australia,2190,5,0.117051,0.555141,0.558658
Vietnam to SA,Vietnam,SA,South Australia,2190,6,0.143462,0.561715,0.56523
Vietnam to SA,Vietnam,SA,South Australia,2190,7,0.169872,0.569253,0.572765
Vietnam to SA,Vietnam,SA,South Australia,2190,8,0.196282,0.577684,0.581192
Vietnam to SA,Vietnam,SA,South Australia,2190,9,0.222692,0.586935,0.59044
Vietnam to SA,Vietnam,SA,South Australia,2190,10,0.249103,0.596937,0.600437
Vietnam to SA,Vietnam,SA,South Australia,2190,11,0.275513,0.607616,0.611113
Vietnam to SA,Vietnam,SA,South Australia,2190,12,0.301923,0.618903,0.622395
Vietnam to SA,Vietnam,SA,South Australia,2190,13,0.328333,0.630724,0.634212
Vietnam to SA,Vietnam,SA,South Australia,2190,14,0.354744,0.64301,0.646493
Vietnam to SA,Vietnam,SA,South Australia,2190,15,0.381154,0.655689,0.659166
Vietnam to SA,Vietnam,SA,South Australia,2190,16,0.407564,0.668689,0.672161
Vietnam to SA,Vietnam,SA,South Australia,2190,17,0.433974,0.681938,0.685406
Vietnam to SA,Vietnam,SA,South Australia,2190,18,0.460385,0.695367,0.698829
Vietnam to SA,Vietnam,SA,South Australia,2190,19,0.486795,0.708902,0.712359
Vietnam to SA,Vietnam,SA,South Australia,2190,20,0.513205,0.722473,0.725924
Vietnam to SA,Vietnam,SA,South Australia,2190,21,0.539615,0.736008,0.739454
Vietnam to SA,Vietnam,SA,South Australia,2190,22,0.566026,0.749437,0.752877
Vietnam to SA,Vietnam,SA,South Australia,2190,23,0.592436,0.762686,0.766122
Vietnam to SA,Vietnam,SA,South Australia,2190,24,0.618846,0.775686,0.779116
Vietnam to SA,Vietnam,SA,South Australia,2190,25,0.645256,0.788365,0.79179
Vietnam to SA,Vietnam,SA,South Australia,2190,26,0.671667,0.800651,0.804071
Vietnam to SA,Vietnam,SA,South Australia,2190,27,0.698077,0.812472,0.815888
Vietnam to SA,Vietnam,SA,South Australia,2190,28,0.724487,0.823759,0.82717
Vietnam to SA,Vietnam,SA,South Australia,2190,29,0.750897,0.834438,0.837845
Vietnam to SA,Vietnam,SA,South Australia,2190,30,0.777308,0.84444,0.847842
Vietnam to SA,Vietnam,SA,South Australia,2190,31,0.803718,0.853691,0.85709
Vietnam to SA,Vietnam,SA,South Australia,2190,32,0.830128,0.862122,0.865518
Vietnam to SA,Vietnam,SA,South Australia,2190,33,0.856538,0.86966,0.873053
Vietnam to SA,Vietnam,SA,South Australia,2190,34,0.882949,0.876234,0.879625
Vietnam to SA,Vietnam,SA,South Australia,2190,35,0.909359,0.881773,0.885161
Vietnam to SA,Vietnam,SA,South Australia,2190,36,0.935769,0.886206,0.889592
Vietnam to SA,Vietnam,SA,South Australia,2190,37,0.962179,0.88946,0.892845
Vietnam to SA,Vietnam,SA,South Australia,2190,38,0.98859,0.891465,0.894849
Vietnam to SA,Vietnam,SA,South Australia,2190,39,1.015,0.892149,0.895533
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,0,-0.015,0.542749,0.543275
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,1,0.01141,0.543529,0.544055
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,2,0.037821,0.545815,0.546341
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,3,0.064231,0.549524,0.55005
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,4,0.090641,0.554577,0.555102
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,5,0.117051,0.560891,0.561416
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,6,0.143462,0.568385,0.56891
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,7,0.169872,0.576977,0.577502
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,8,0.196282,0.586587,0.587111
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,9,0.222692,0.597133,0.597657
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,10,0.249103,0.608534,0.609056
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,11,0.275513,0.620707,0.621229
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,12,0.301923,0.633572,0.634094
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,13,0.328333,0.647048,0.647569
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,14,0.354744,0.661053,0.661573
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,15,0.381154,0.675505,0.676024
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,16,0.407564,0.690323,0.690842
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,17,0.433974,0.705427,0.705944
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,18,0.460385,0.720733,0.72125
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,19,0.486795,0.736162,0.736678
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,20,0.513205,0.751632,0.752147
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,21,0.539615,0.76706,0.767575
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,22,0.566026,0.782367,0.782881
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,23,0.592436,0.79747,0.797983
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,24,0.618846,0.812289,0.812801
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,25,0.645256,0.826741,0.827252
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,26,0.671667,0.840746,0.841256
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,27,0.698077,0.854221,0.854731
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,28,0.724487,0.867086,0.867596
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,29,0.750897,0.87926,0.879769
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,30,0.777308,0.89066,0.891168
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,31,0.803718,0.901206,0.901714
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,32,0.830128,0.910816,0.911323
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,33,0.856538,0.919409,0.919915
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,34,0.882949,0.926903,0.927409
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,35,0.909359,0.933217,0.933723
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,36,0.935769,0.938269,0.938775
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,37,0.962179,0.941979,0.942484
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,38,0.98859,0.944264,0.94477
Vietnam to ACT,Vietnam,ACT,Australian Capital Territory,327,39,1.015,0.945044,0.94555
Vietnam to TAS,Vietnam,TAS,Tasmania,175,0,-0.015,0.543275,0.543557
Vietnam to TAS,Vietnam,TAS,Tasmania,175,1,0.01141,0.544107,0.544388
Vietnam to TAS,Vietnam,TAS,Tasmania,175,2,0.037821,0.546543,0.546824
Vietnam to TAS,Vietnam,TAS,Tasmania,175,3,0.064231,0.550497,0.550779
Vietnam to TAS,Vietnam,TAS,Tasmania,175,4,0.090641,0.555883,0.556165
Vietnam to TAS,Vietnam,TAS,Tasmania,175,5,0.117051,0.562614,0.562895
Vietnam to TAS,Vietnam,TAS,Tasmania,175,6,0.143462,0.570602,0.570883
Vietnam to TAS,Vietnam,TAS,Tasmania,175,7,0.169872,0.579762,0.580042
Vietnam to TAS,Vietnam,TAS,Tasmania,175,8,0.196282,0.590006,0.590286
Vietnam to TAS,Vietnam,TAS,Tasmania,175,9,0.222692,0.601247,0.601527
Vietnam to TAS,Vietnam,TAS,Tasmania,175,10,0.249103,0.6134,0.613679
Vietnam to TAS,Vietnam,TAS,Tasmania,175,11,0.275513,0.626376,0.626656
Vietnam to TAS,Vietnam,TAS,Tasmania,175,12,0.301923,0.64009,0.640369
Vietnam to TAS,Vietnam,TAS,Tasmania,175,13,0.328333,0.654455,0.654733
Vietnam to TAS,Vietnam,TAS,Tasmania,175,14,0.354744,0.669383,0.669662
Vietnam to TAS,Vietnam,TAS,Tasmania,175,15,0.381154,0.684789,0.685067
Vietnam to TAS,Vietnam,TAS,Tasmania,175,16,0.407564,0.700585,0.700862
Vietnam to TAS,Vietnam,TAS,Tasmania,175,17,0.433974,0.716685,0.716962
Vietnam to TAS,Vietnam,TAS,Tasmania,175,18,0.460385,0.733001,0.733278
Vietnam to TAS,Vietnam,TAS,Tasmania,175,19,0.486795,0.749448,0.749724
Vietnam to TAS,Vietnam,TAS,Tasmania,175,20,0.513205,0.765938,0.766214
Vietnam to TAS,Vietnam,TAS,Tasmania,175,21,0.539615,0.782385,0.78266
Vietnam to TAS,Vietnam,TAS,Tasmania,175,22,0.566026,0.798701,0.798976
Vietnam to TAS,Vietnam,TAS,Tasmania,175,23,0.592436,0.814801,0.815075
Vietnam to TAS,Vietnam,TAS,Tasmania,175,24,0.618846,0.830597,0.830871
Vietnam to TAS,Vietnam,TAS,Tasmania,175,25,0.645256,0.846002,0.846276
Vietnam to TAS,Vietnam,TAS,Tasmania,175,26,0.671667,0.860931,0.861204
Vietnam to TAS,Vietnam,TAS,Tasmania,175,27,0.698077,0.875296,0.875568
Vietnam to TAS,Vietnam,TAS,Tasmania,175,28,0.724487,0.88901,0.889282
Vietnam to TAS,Vietnam,TAS,Tasmania,175,29,0.750897,0.901986,0.902258
Vietnam to TAS,Vietnam,TAS,Tasmania,175,30,0.777308,0.914139,0.91441
Vietnam to TAS,Vietnam,TAS,Tasmania,175,31,0.803718,0.92538,0.925652
Vietnam to TAS,Vietnam,TAS,Tasmania,175,32,0.830128,0.935624,0.935895
Vietnam to TAS,Vietnam,TAS,Tasmania,175,33,0.856538,0.944784,0.945055
Vietnam to TAS,Vietnam,TAS,Tasmania,175,34,0.882949,0.952772,0.953043
Vietnam to TAS,Vietnam,TAS,Tasmania,175,35,0.909359,0.959502,0.959773
Vietnam to TAS,Vietnam,TAS,Tasmania,175,36,0.935769,0.964888,0.965159
Vietnam to TAS,Vietnam,TAS,Tasmania,175,37,0.962179,0.968843,0.969113
Vietnam to TAS,Vietnam,TAS,Tasmania,175,38,0.98859,0.971279,0.971549
Vietnam to TAS,Vietnam,TAS,Tasmania,175,39,1.015,0.97211,0.972381
Vietnam to NT,Vietnam,NT,Northern Territory,199,0,-0.015,0.543557,0.543877
Vietnam to NT,Vietnam,NT,Northern Territory,199,1,0.01141,0.544437,0.544757
Vietnam to NT,Vietnam,NT,Northern Territory,199,2,0.037821,0.547015,0.547336
Vietnam to NT,Vietnam,NT,Northern Territory,199,3,0.064231,0.551201,0.551521
Vietnam to NT,Vietnam,NT,Northern Territory,199,4,0.090641,0.556901,0.557221
Vietnam to NT,Vietnam,NT,Northern Territory,199,5,0.117051,0.564025,0.564345
Vietnam to NT,Vietnam,NT,Northern Territory,199,6,0.143462,0.57248,0.572799
Vietnam to NT,Vietnam,NT,Northern Territory,199,7,0.169872,0.582175,0.582494
Vietnam to NT,Vietnam,NT,Northern Territory,199,8,0.196282,0.593017,0.593336
Vietnam to NT,Vietnam,NT,Northern Territory,199,9,0.222692,0.604915,0.605234
Vietnam to NT,Vietnam,NT,Northern Territory,199,10,0.249103,0.617778,0.618096
Vietnam to NT,Vietnam,NT,Northern Territory,199,11,0.275513,0.631512,0.63183
Vietnam to NT,Vietnam,NT,Northern Territory,199,12,0.301923,0.646027,0.646345
Vietnam to NT,Vietnam,NT,Northern Territory,199,13,0.328333,0.661231,0.661548
Vietnam to NT,Vietnam,NT,Northern Territory,199,14,0.354744,0.677032,0.677348
Vietnam to NT,Vietnam,NT,Northern Territory,199,15,0.381154,0.693337,0.693653
Vietnam to NT,Vietnam,NT,Northern Territory,199,16,0.407564,0.710056,0.710371
Vietnam to NT,Vietnam,NT,Northern Territory,199,17,0.433974,0.727096,0.727411
Vietnam to NT,Vietnam,NT,Northern Territory,199,18,0.460385,0.744366,0.74468
Vietnam to NT,Vietnam,NT,Northern Territory,199,19,0.486795,0.761773,0.762087
Vietnam to NT,Vietnam,NT,Northern Territory,199,20,0.513205,0.779226,0.77954
Vietnam to NT,Vietnam,NT,Northern Territory,199,21,0.539615,0.796634,0.796947
Vietnam to NT,Vietnam,NT,Northern Territory,199,22,0.566026,0.813904,0.814216
Vietnam to NT,Vietnam,NT,Northern Territory,199,23,0.592436,0.830944,0.831256
Vietnam to NT,Vietnam,NT,Northern Territory,199,24,0.618846,0.847662,0.847974
Vietnam to NT,Vietnam,NT,Northern Territory,199,25,0.645256,0.863968,0.864279
Vietnam to NT,Vietnam,NT,Northern Territory,199,26,0.671667,0.879769,0.880079
Vietnam to NT,Vietnam,NT,Northern Territory,199,27,0.698077,0.894972,0.895283
Vietnam to NT,Vietnam,NT,Northern Territory,199,28,0.724487,0.909487,0.909797
Vietnam to NT,Vietnam,NT,Northern Territory,199,29,0.750897,0.923222,0.923532
Vietnam to NT,Vietnam,NT,Northern Territory,199,30,0.777308,0.936084,0.936394
Vietnam to NT,Vietnam,NT,Northern Territory,199,31,0.803718,0.947983,0.948291
Vietnam to NT,Vietnam,NT,Northern Territory,199,32,0.830128,0.958825,0.959134
Vietnam to NT,Vietnam,NT,Northern Territory,199,33,0.856538,0.96852,0.968828
Vietnam to NT,Vietnam,NT,Northern Territory,199,34,0.882949,0.976975,0.977283
Vietnam to NT,Vietnam,NT,Northern Territory,199,35,0.909359,0.984098,0.984406
Vietnam to NT,Vietnam,NT,Northern Territory,199,36,0.935769,0.989799,0.990106
Vietnam to NT,Vietnam,NT,Northern Territory,199,37,0.962179,0.993984,0.994292
Vietnam to NT,Vietnam,NT,Northern Territory,199,38,0.98859,0.996563,0.99687
Vietnam to NT,Vietnam,NT,Northern Territory,199,39,1.015,0.997443,0.99775
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,0,-0.015,0.561877,0.578985
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,1,0.01141,0.561173,0.578279
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,2,0.037821,0.559109,0.576212
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,3,0.064231,0.55576,0.572856
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,4,0.090641,0.551197,0.568285
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,5,0.117051,0.545496,0.562573
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,6,0.143462,0.53873,0.555794
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,7,0.169872,0.530971,0.548021
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,8,0.196282,0.522294,0.539327
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,9,0.222692,0.512771,0.529787
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,10,0.249103,0.502477,0.519474
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,11,0.275513,0.491485,0.508462
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,12,0.301923,0.479869,0.496823
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,13,0.328333,0.467701,0.484633
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,14,0.354744,0.455055,0.471964
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,15,0.381154,0.442006,0.45889
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,16,0.407564,0.428626,0.445485
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,17,0.433974,0.414988,0.431822
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,18,0.460385,0.401167,0.417975
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,19,0.486795,0.387236,0.404018
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,20,0.513205,0.373268,0.390024
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,21,0.539615,0.359336,0.376066
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,22,0.566026,0.345515,0.362219
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,23,0.592436,0.331877,0.348556
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,24,0.618846,0.318497,0.335151
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,25,0.645256,0.305448,0.322077
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,26,0.671667,0.292802,0.309408
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,27,0.698077,0.280634,0.297218
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,28,0.724487,0.269018,0.28558
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,29,0.750897,0.258026,0.274567
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,30,0.777308,0.247732,0.264254
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,31,0.803718,0.23821,0.254714
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,32,0.830128,0.229532,0.246021
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,33,0.856538,0.221774,0.238247
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,34,0.882949,0.215007,0.231468
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,35,0.909359,0.209306,0.225756
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,36,0.935769,0.204744,0.221186
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,37,0.962179,0.201394,0.21783
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,38,0.98859,0.19933,0.215762
Bangladesh to NSW,Bangladesh,NSW,New South Wales,10633,39,1.015,0.198626,0.215057
Bangladesh to VIC,Bangladesh,VIC,Victoria,5268,0,-0.015,0.578985,0.58746
Bangladesh to VIC,Bangladesh,VIC,Victoria,5268,1,0.01141,0.578851,0.587326
Bangladesh to VIC,Bangladesh,VIC,Victoria,5268,2,0.037821,0.578461,0.586934
Bangladesh to VIC,Bangladesh,VIC,Victoria,5268,3,0.064231,0.577827,0.586297
Bangladesh to VIC,Bangladesh,VIC,Victoria,5268,4,0.090641,0.576963,0.585429
Bangladesh to VIC,Bangladesh,VIC,Victoria,5268,5,0.117051,0.575885,0.584345
Bangladesh to VIC,Bangladesh,VIC,Victoria,5268,6,0.143462,0.574604,0.583058
Bangladesh to VIC,Bangladesh,VIC,Victoria,5268,7,0.169872,0.573136,0.581583
Bangladesh to VIC,Bangladesh,VIC,Victoria,5268,8,0.196282,0.571493,0.579933
Bangladesh to VIC,Bangladesh,VIC,Victoria,5268,9,0.222692,0.569691,0.578122
Bangladesh to VIC,Bangladesh,VIC,Victoria,5268,10,0.249103,0.567743,0.576164
Bangladesh to VIC,Bangladesh,VIC,Victoria,5268,11,0.275513,0.565663,0.574074
Bangladesh to VIC,Bangladesh,VIC,Victoria,5268,12,0.301923,0.563464,0.571865
Bangladesh to VIC,Bangladesh,VIC,Victoria,5268,13,0.328333,0.561162,0.569551
Bangladesh to VIC,Bangladesh,VIC,Victoria,5268,14,0.354744,0.558769,0.567146
Bangladesh to VIC,Bangladesh,VIC,Victoria,5268,15,0.381154,0.556299,0.564664
Bangladesh to VIC,Bangladesh,VIC,Victoria,5268,16,0.407564,0.553767,0.562119
